All calculations,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 37,Bus 38,Bus 39,G 01,G 02,G 03,G 04,G 05,G 06,G 07,G 08,G 09,G 10
2.541667,59.872139,59.774500,59.922759,60.161130,60.053527,60.024289,60.084480,60.103671,59.977182,59.941294,59.969780,59.971382,59.963336,60.023525,59.928460,59.763427,59.844921,59.900609,59.520628,59.604136,59.587313,59.456423,59.480878,59.816310,66.923999,67.441612,60.985822,68.595726,68.506123,59.639640,59.765767,59.720556,59.401190,59.528755,59.385498,59.334491,66.671328,68.037416,59.907612,0.995506,0.996109,0.994579,0.993691,0.993962,0.993090,0.994205,1.105941,1.116450,0.997856
2.551667,60.083961,60.077516,60.339322,60.455021,60.302745,60.267672,60.320536,60.336874,60.167836,60.190683,60.217732,60.228078,60.229499,60.330611,60.345365,60.241381,60.568752,60.499383,59.782335,59.799270,59.966906,59.712373,59.729582,60.258633,66.129698,66.046935,62.070526,67.388261,67.494555,59.834971,59.939486,59.882390,59.546222,59.623613,59.513160,59.361900,66.183435,67.444600,60.064746,0.995429,0.996076,0.994403,0.993411,0.993580,0.992749,0.993835,1.106294,1.117841,0.997301
2.561667,60.204914,60.272158,60.563552,60.569858,60.412220,60.379192,60.416725,60.427832,60.254910,60.319118,60.340679,60.355296,60.363080,60.474803,60.556275,60.509213,60.943909,60.812378,59.984853,59.944410,60.214985,59.919957,59.927709,60.496071,65.419373,65.024734,62.446741,66.317236,66.529402,59.998686,60.061896,59.998760,59.708988,59.722405,59.661615,59.466178,65.689433,66.779061,60.143179,0.995411,0.996113,0.994322,0.993285,0.993258,0.992480,0.993512,1.106240,1.118862,0.996884
2.571667,60.260230,60.381736,60.661666,60.583593,60.436791,60.408760,60.430109,60.435831,60.276164,60.367959,60.383044,60.399422,60.411285,60.519683,60.641775,60.640197,61.109255,60.948501,60.129632,60.046702,60.362680,60.072892,60.073026,60.606056,64.873638,64.321714,62.518672,65.499456,65.760330,60.122046,60.138460,60.074111,59.864125,59.814115,59.802514,59.605106,65.282199,66.194502,60.169128,0.995449,0.996208,0.994339,0.993326,0.993039,0.992332,0.993292,1.105762,1.119349,0.996632
2.581667,60.259035,60.417221,60.665904,60.524800,60.395838,60.373835,60.380517,60.381453,60.244682,60.351684,60.360402,60.377022,60.391331,60.489848,60.637833,60.672189,61.141965,60.966124,60.214476,60.103578,60.427262,60.166650,60.161862,60.624795,64.518811,63.867137,62.468638,64.946142,65.228974,60.197174,60.166891,60.105290,59.989189,59.884557,59.914214,59.742402,65.019823,65.770361,60.151211,0.995530,0.996338,0.994439,0.993508,0.992939,0.992325,0.993200,1.104928,1.119266,0.996535
2.591667,60.196123,60.373159,60.576364,60.388959,60.284110,60.268953,60.262824,60.259710,60.156048,60.264259,60.266926,60.282416,60.297680,60.381059,60.544267,60.608130,61.060957,60.875523,60.227750,60.102838,60.405948,60.190487,60.183223,60.553181,64.344987,63.580903,62.350027,64.606374,64.905443,60.211646,60.137628,60.081935,60.061944,59.917447,59.977801,59.850482,64.927052,65.519706,60.085075,0.995628,0.996472,0.994588,0.993771,0.992946,0.992439,0.993225,1.103881,1.118709,0.996543
2.601667,60.057951,60.230718,60.368243,60.152368,60.083022,60.076300,60.059048,60.052627,59.997449,60.087787,60.084711,60.097062,60.111243,60.170999,60.334249,60.422023,60.836352,60.647091,60.147699,60.024899,60.276882,60.124539,60.116692,60.364541,64.333816,63.378510,62.131932,64.408499,64.735057,60.148154,60.038054,59.990087,60.057652,59.895190,59.973349,59.905749,65.015360,65.429341,59.960508,0.995712,0.996573,0.994736,0.994040,0.993016,0.992626,0.993323,1.102832,1.117882,0.996578
2.611667,59.836666,59.972596,60.010570,59.793841,59.779777,59.784193,59.757575,59.748680,59.762975,59.809951,59.801584,59.807632,59.817568,59.839111,59.973372,60.075838,60.404554,60.228571,59.953701,59.853812,60.012716,59.949173,59.941915,60.022085,64.504021,63.179831,61.709240,64.305235,64.690845,59.994270,59.863631,59.823389,59.956293,59.805745,59.885459,59.890293,65.317065,65.511131,59.773755,0.995748,0.996607,0.994835,0.994240,0.993089,0.992821,0.993438,1.102025,1.117050,0.996552
2.621667,59.555434,59.616704,59.511769,59.337174,59.402023,59.420367,59.386852,59.376531,59.478528,59.456847,59.444168,59.440171,59.441920,59.407031,59.465827,59.564759,59.714145,59.595034,59.656327,59.602425,59.617911,59.673198,59.666842,59.523656,64.998337,62.910641,60.872853,64.294149,64.803607,59.764949,59.637105,59.603592,59.764828,59.658444,59.722159,59.805655,65.912061,65.830227,59.546742,0.995720,0.996557,0.994854,0.994332,0.993124,0.992979,0.993535,1.101668,1.116472,0.996417
2.631667,59.305286,59.296823,59.044767,58.912681,59.058762,59.090958,59.049921,59.037947,59.223696,59.138998,59.121750,59.107905,59.101686,59.008527,58.981244,59.074121,59.009828,58.969327,59.382426,59.372351,59.250696,59.423804,59.416788,59.044137,66.625133,63.736759,59.968375,65.585312,66.047389,59.559798,59.430460,59.409925,59.581107,59.523300,59.576527,59.727391,66.905105,66.786568,59.343034,0.995627,0.996423,0.994790,0.994320,0.993108,0.993091,0.993611,1.101817,1.116276,0.996173
2.641667,59.102470,59.035061,58.628538,58.544585,58.773648,58.819948,58.768448,58.753710,59.014819,58.881637,58.859160,58.835961,58.822531,58.669726,58.545946,58.622772,58.246317,58.346996,59.159751,59.184811,58.935105,59.226967,59.217818,58.608564,68.870122,69.272071,57.993550,68.554045,68.310344,59.402052,59.271927,59.265437,59.438508,59.418223,59.472189,59.680979,67.744460,67.892035,59.175674,0.995478,0.996217,0.994650,0.994206,0.993039,0.993153,0.993667,1.102389,1.116442,0.995822
2.651667,58.987437,58.832936,58.292907,58.376812,58.656715,58.709011,58.660713,58.647194,58.930648,58.763481,58.742913,58.711043,58.688295,58.488810,58.212751,58.200353,57.274949,57.681193,58.967086,59.039621,58.647649,59.051085,59.044819,58.237844,69.748136,75.715980,48.952373,70.416103,69.625473,59.267920,59.199728,59.196359,59.309292,59.332241,59.374108,59.624935,68.038963,68.451361,59.100837,0.995287,0.995954,0.994442,0.993978,0.992903,0.993141,0.993674,1.103289,1.116925,0.995336
2.661667,59.021647,58.767338,58.258979,58.556022,58.799810,58.839499,58.824695,58.821679,59.037440,58.851221,58.845039,58.810946,58.780356,58.592189,58.201158,58.057084,56.930647,57.498421,58.851148,58.987381,58.491998,58.909473,58.913264,58.145055,69.379682,73.026162,52.140803,70.443229,69.760238,59.157364,59.218467,59.201702,59.182758,59.270624,59.253114,59.495674,67.964710,68.574715,59.171518,0.995074,0.995663,0.994178,0.993626,0.992685,0.993018,0.993575,1.104457,1.117702,0.994682
2.671667,59.309226,59.037379,58.854833,59.247166,59.317301,59.319717,59.361249,59.375530,59.413186,59.265638,59.282703,59.262330,59.236204,59.162955,58.853404,58.641862,58.078565,58.410914,58.992377,59.153076,58.786218,58.979725,58.996878,58.733622,68.759980,70.381924,57.666331,69.785035,69.372935,59.177132,59.372731,59.342941,59.143814,59.288706,59.182989,59.310788,67.801488,68.480012,59.450637,0.994869,0.995391,0.993896,0.993196,0.992396,0.992781,0.993338,1.105825,1.118704,0.993891
2.681667,59.717795,59.547580,59.719454,60.035544,59.927589,59.896795,59.966613,59.988981,59.859132,59.810389,59.839830,59.840463,59.830285,59.887456,59.781695,59.603369,59.630464,59.686287,59.386233,59.486710,59.445599,59.337183,59.361827,59.672040,68.013135,68.454572,60.946558,68.799607,68.634628,59.386798,59.627357,59.601756,59.277993,59.412895,59.290915,59.237304,67.513281,68.132879,59.793138,0.994697,0.995178,0.993648,0.992783,0.992077,0.992484,0.993000,1.107229,1.119747,0.993067
2.691667,59.966690,59.907976,60.226964,60.393053,60.225335,60.186162,60.248855,60.268391,60.084815,60.107247,60.134898,60.146776,60.148506,60.258051,60.286932,60.180865,60.512473,60.418899,59.700713,59.725595,59.901098,59.644335,59.660683,60.207534,67.051313,66.797266,62.235054,67.587682,67.619593,59.602666,59.813720,59.788709,59.449868,59.534899,59.447940,59.271839,66.991419,67.514165,59.976578,0.994572,0.995039,0.993473,0.992478,0.991783,0.992201,0.992641,1.108438,1.120571,0.992326
2.701667,60.104487,60.136922,60.489045,60.522076,60.347968,60.311116,60.355518,60.368844,60.181473,60.252409,60.273526,60.290504,60.299808,60.421714,60.526483,60.485163,60.942109,60.781361,59.931244,59.891640,60.181966,59.879458,59.884953,60.476135,66.123515,65.534551,62.625794,66.470534,66.623680,59.791654,59.945950,59.919253,59.635138,59.652011,59.618152,59.391322,66.377861,66.820148,60.062547,0.994503,0.994976,0.993394,0.992343,0.991569,0.992002,0.992342,1.109261,1.120944,0.991759
2.711667,60.165249,60.263345,60.596863,60.531158,60.371415,60.340631,60.365821,60.372763,60.201637,60.303583,60.317442,60.336174,60.349929,60.466809,60.613185,60.620904,61.113207,60.925553,60.086459,60.000295,60.337424,60.042594,60.039735,60.587932,65.373421,64.648545,62.654744,65.604177,65.824659,59.935980,60.030794,60.001290,59.805167,59.753742,59.771219,59.545159,65.814907,66.220109,60.087830,0.994489,0.994975,0.993415,0.992386,0.991475,0.991934,0.992163,1.109605,1.120752,0.991408
2.721667,60.161075,60.301017,60.592973,60.457995,60.321243,60.297726,60.305956,60.307356,60.162924,60.280328,60.287476,60.305960,60.321948,60.425894,60.594475,60.638540,61.125870,60.927951,60.167171,60.051731,60.392570,60.132114,60.124228,60.591143,64.841476,64.056765,62.544403,65.006554,65.267486,60.022752,60.064409,60.032033,59.934504,59.825086,59.884045,59.690516,65.387957,65.793068,60.064315,0.994515,0.995012,0.993518,0.992572,0.991507,0.992005,0.992121,1.109485,1.120031,0.991263
2.731667,60.089603,60.248049,60.483770,60.302584,60.195818,60.180351,60.174322,60.171198,60.063890,60.180148,60.181310,60.197863,60.214172,60.299265,60.476054,60.547690,61.009291,60.807791,60.164867,60.036347,60.349778,60.140469,60.130395,60.492727,64.513548,63.660281,62.357706,64.623250,64.919606,60.038937,60.037136,60.002658,60.000690,59.850545,59.938660,59.797525,65.133738,65.550415,59.989996,0.994556,0.995055,0.993664,0.992831,0.991641,0.992188,0.992194,1.109007,1.118948,0.991264
2.741667,59.941366,60.090698,60.250655,60.046345,59.981222,59.975270,59.957412,59.950756,59.895552,59.989969,59.985784,59.998216,60.012525,60.069942,60.236848,60.328297,60.739734,60.541983,60.062543,59.938825,60.192731,60.052460,60.042219,60.271626,64.362226,63.357160,62.062266,64.374696,64.722182,59.969819,59.938561,59.902757,59.981798,59.815543,59.918515,59.843707,65.068280,65.481945,59.857784,0.994581,0.995067,0.993804,0.993081,0.991824,0.992425,0.992330,1.108350,1.117761,0.991320
2.751667,59.714146,59.819349,59.872044,59.676137,59.671580,59.677555,59.650182,59.640997,59.657106,59.704599,59.695743,59.700946,59.710044,59.725643,59.852018,59.952041,60.262858,60.088268,59.847683,59.750389,59.903043,59.856205,59.846851,59.900550,64.399028,63.054698,61.549165,64.213893,64.659258,59.808341,59.768280,59.731398,59.864330,59.713500,59.814441,59.815487,65.227320,65.624112,59.667944,0.994559,0.995013,0.993889,0.993252,0.991994,0.992651,0.992472,1.107756,1.116761,0.991338
2.761667,59.438278,59.464633,59.374247,59.227657,59.303413,59.323472,59.289141,59.278458,59.380014,59.359579,59.346980,59.341821,59.342327,59.300684,59.344873,59.435745,59.557242,59.447687,59.545396,59.495573,59.503224,59.574892,59.566451,59.397949,64.766458,62.712394,60.639954,64.239841,64.875423,59.578764,59.553991,59.517016,59.667128,59.562215,59.645328,59.723655,65.702645,66.130514,59.446573,0.994475,0.994881,0.993895,0.993312,0.992111,0.992827,0.992587,1.107491,1.116156,0.991269
2.771667,59.198216,59.158818,58.928337,58.816580,58.972978,59.007149,58.963504,58.950507,59.133401,59.055646,59.038241,59.023612,59.016697,58.918270,58.881900,58.969334,58.893715,58.854957,59.285236,59.274899,59.155665,59.340076,59.330302,58.939999,66.373811,63.935411,59.847296,66.307816,66.796524,59.382316,59.363302,59.334558,59.493765,59.432625,59.509276,59.651627,66.709111,67.380838,59.249245,0.994329,0.994668,0.993817,0.993262,0.992165,0.992946,0.992678,1.107712,1.115954,0.991106
2.781667,58.978126,58.868822,58.470443,58.415691,58.665781,58.716108,58.659738,58.643233,58.908235,58.779122,58.756143,58.730924,58.715842,58.550702,58.405387,58.472108,58.044899,58.167313,59.040744,59.069134,58.807652,59.122290,59.109600,58.460264,68.758069,70.672996,57.292028,69.628744,69.161066,59.204520,59.204175,59.182802,59.338992,59.316927,59.393290,59.596777,67.740740,68.328155,59.069297,0.994128,0.994386,0.993660,0.993101,0.992148,0.993001,0.992738,1.108420,1.116062,0.990836
2.791667,58.854793,58.645108,58.110319,58.247017,58.548862,58.605042,58.553762,58.539033,58.823142,58.658480,58.638182,58.603668,58.578291,58.364568,58.055247,58.020206,57.000597,57.452930,58.833405,58.917501,58.495680,58.927848,58.918430,58.066188,70.011494,75.973690,48.309764,70.863799,69.977100,59.048714,59.131285,59.111280,59.197854,59.225638,59.282035,59.527206,68.308370,68.595365,58.992370,0.993886,0.994049,0.993432,0.992815,0.992050,0.992964,0.992733,1.109549,1.116424,0.990427
2.801667,58.920699,58.621899,58.169929,58.514670,58.749889,58.787606,58.778277,58.776693,58.969459,58.792613,58.788768,58.754944,58.723470,58.541321,58.151179,57.989907,56.903828,57.442582,58.755755,58.907047,58.403012,58.811342,58.813992,58.084015,69.903911,72.895030,53.047918,70.421837,69.746283,58.948062,59.152629,59.128946,59.078200,59.181445,59.162050,59.382540,68.449210,68.530205,59.091743,0.993624,0.993686,0.993147,0.992407,0.991868,0.992804,0.992608,1.111037,1.117017,0.989871
2.811667,59.285642,59.021779,58.956003,59.355049,59.373056,59.365861,59.417908,59.435148,59.418925,59.305555,59.325080,59.310884,59.289142,59.252498,59.008741,58.807547,58.383314,58.631401,59.016728,59.173622,58.878364,59.000136,59.019704,58.901225,69.349926,70.327734,58.459268,69.580705,69.181524,59.052317,59.327918,59.316715,59.100186,59.257306,59.150147,59.225110,68.391589,68.322784,59.426256,0.993368,0.993346,0.992849,0.991943,0.991632,0.992537,0.992351,1.112774,1.117748,0.989244
2.821667,59.669236,59.533036,59.769561,60.048089,59.911238,59.875893,59.947061,59.969657,59.814960,59.797290,59.824335,59.830323,59.825351,59.904678,59.864051,59.716838,59.824987,59.822755,59.423601,59.511927,59.526882,59.377235,59.399941,59.779598,68.438556,68.285760,61.274145,68.440660,68.288098,59.304621,59.549327,59.560038,59.262231,59.404688,59.290348,59.191776,68.051796,67.849451,59.733225,0.993143,0.993065,0.992589,0.991529,0.991390,0.992227,0.992020,1.114533,1.118402,0.988672
2.831667,59.892962,59.873079,60.217709,60.337759,60.156118,60.115473,60.175049,60.193504,60.002471,60.050247,60.073410,60.089284,60.095598,60.215918,60.294249,60.220706,60.587433,60.460204,59.722783,59.736828,59.939023,59.672157,59.684933,60.239639,67.309151,66.589012,62.312806,67.188841,67.220229,59.538290,59.711264,59.730552,59.446441,59.535408,59.459379,59.259236,67.424233,67.164638,59.888231,0.992963,0.992862,0.992405,0.991255,0.991200,0.991953,0.991701,1.116030,1.118733,0.988268
2.841667,60.015515,60.083784,60.442160,60.433365,60.252154,60.215174,60.254930,60.266730,60.079166,60.171460,60.187602,60.207682,60.220882,60.348031,60.491090,60.478052,60.945735,60.764665,59.935930,59.889009,60.186765,59.891422,59.893626,60.463161,66.282418,65.349670,62.601343,66.118012,66.261193,59.732378,59.831750,59.850561,59.634951,59.653988,59.631164,59.397885,66.717623,66.483139,59.958834,0.992838,0.992737,0.992316,0.991167,0.991109,0.991779,0.991473,1.117044,1.118574,0.988099
2.851667,60.060569,60.187353,60.517101,60.417257,60.254972,60.224886,60.245022,60.250328,60.083136,60.202216,60.211276,60.232301,60.249180,60.367802,60.543986,60.575232,61.066332,60.864718,60.067748,59.978347,60.310117,60.032221,60.026872,60.538610,65.486284,64.501226,62.585838,65.327663,65.536828,59.868250,59.907653,59.920189,59.796172,59.747455,59.774236,59.554400,66.091572,65.943358,59.971053,0.992764,0.992675,0.992321,0.991254,0.991141,0.991740,0.991379,1.117488,1.117897,0.988169
2.861667,60.033509,60.191269,60.472118,60.312296,60.178365,60.156448,60.159587,60.159364,60.023468,60.152171,60.154902,60.174710,60.192859,60.294825,60.484980,60.548343,61.026285,60.817766,60.115056,60.001188,60.325757,60.089835,60.080286,60.499295,64.933313,63.931723,62.438435,64.793877,65.049759,59.931560,59.928158,59.931844,59.903367,59.800029,59.865426,59.687657,65.626501,65.590122,59.930209,0.992725,0.992647,0.992394,0.991462,0.991284,0.991828,0.991414,1.117406,1.116818,0.988427
2.871667,59.929225,60.089480,60.304862,60.111459,60.015637,60.003060,59.992073,59.987421,59.895538,60.014515,60.011684,60.028211,60.045347,60.122922,60.310202,60.396633,60.836472,60.628365,60.066273,59.946067,60.229613,60.054050,60.042949,60.342233,64.593545,63.524879,62.188395,64.440205,64.746209,59.908334,59.880586,59.875239,59.933217,59.796680,59.886923,59.769286,65.355680,65.419036,59.831998,0.992691,0.992616,0.992492,0.991708,0.991497,0.992000,0.991541,1.116947,1.115556,0.988781
2.881667,59.743421,59.873238,59.999570,59.801105,59.758233,59.756851,59.734348,59.726338,59.695333,59.781636,59.773891,59.784533,59.797911,59.839916,60.000976,60.101132,60.467143,60.271059,59.909057,59.802820,60.008407,59.914129,59.903096,60.047978,64.456548,63.182140,61.783754,64.202255,64.587480,59.789481,59.758444,59.745240,59.868719,59.727959,59.827384,59.781490,65.313815,65.443737,59.673639,0.992632,0.992544,0.992562,0.991911,0.991717,0.992193,0.991698,1.116340,1.114390,0.989125
2.891667,59.482080,59.541640,59.541571,59.378911,59.410539,59.422944,59.391654,59.381426,59.430433,59.458055,59.446198,59.447470,59.453419,59.443326,59.538753,59.636817,59.852203,59.700895,59.638128,59.570259,59.648865,59.664184,59.653786,59.593737,64.553507,62.756753,61.034352,63.995552,64.545560,59.576388,59.568460,59.548608,59.703746,59.593661,59.683691,59.715890,65.559430,65.726056,59.462227,0.992523,0.992405,0.992567,0.992016,0.991892,0.992351,0.991839,1.115885,1.113575,0.989378
2.901667,59.219214,59.199214,59.059711,58.945902,59.059599,59.086426,59.046786,59.034549,59.166528,59.132063,59.115985,59.107117,59.104826,59.036698,59.048951,59.139113,59.157542,59.073184,59.351494,59.328099,59.270200,59.402622,59.391673,59.107933,65.485910,62.926535,60.148922,64.950394,65.639776,59.348734,59.369168,59.350435,59.514138,59.449874,59.529364,59.631586,66.342626,66.743997,59.250844,0.992357,0.992192,0.992493,0.992013,0.991998,0.992458,0.991952,1.115846,1.113196,0.989512
2.911667,58.976598,58.887264,58.595430,58.513737,58.720795,58.764299,58.711018,58.695025,58.914870,58.826684,58.804284,58.785193,58.775325,58.642609,58.566313,58.654954,58.432034,58.439837,59.097311,59.110319,58.922296,59.178647,59.164022,58.630365,67.846654,66.411668,59.078457,68.339053,68.316269,59.147585,59.190070,59.178399,59.350957,59.325717,59.408336,59.573461,67.540124,67.995171,59.050181,0.992136,0.991907,0.992339,0.991900,0.992029,0.992508,0.992038,1.116311,1.113167,0.989515
2.921667,58.778571,58.597213,58.129309,58.176667,58.470818,58.528422,58.466552,58.448182,58.731429,58.598077,58.572519,58.542121,58.522415,58.321706,58.096981,58.123721,57.359636,57.643582,58.852583,58.913780,58.559991,58.958649,58.942483,58.140227,69.940602,75.868381,51.494083,70.749226,69.870128,58.961327,59.064825,59.057640,59.197762,59.215471,59.293315,59.516244,68.428707,68.503033,58.899781,0.991870,0.991564,0.992113,0.991668,0.991977,0.992482,0.992077,1.117232,1.113410,0.989372
2.931667,58.739710,58.461787,57.944605,58.214409,58.504791,58.556226,58.520158,58.509976,58.755838,58.594122,58.578973,58.543028,58.513481,58.298785,57.925959,57.820144,56.627622,57.186358,58.689693,58.820763,58.317605,58.783682,58.777144,57.900275,70.358548,74.480677,50.263484,70.785749,69.942417,58.833390,59.032496,59.024905,59.057091,59.143733,59.170244,59.410495,68.766972,68.527111,58.904277,0.991575,0.991179,0.991817,0.991306,0.991834,0.992339,0.992017,1.118530,1.113909,0.989079
2.941667,58.985647,58.703063,58.456484,58.843495,58.960856,58.974079,59.000928,59.010404,59.085731,58.944062,58.952682,58.929005,58.901877,58.796017,58.476604,58.284578,57.549764,57.936948,58.789729,58.967353,58.524061,58.803311,58.815163,58.383914,69.881278,71.402518,56.345743,70.012558,69.468770,58.873394,59.119984,59.118455,58.996625,59.161944,59.076265,59.230442,68.768367,68.383696,59.145265,0.991274,0.990796,0.991481,0.990854,0.991616,0.992067,0.991818,1.120103,1.114624,0.988708
2.951667,59.443246,59.292689,59.429714,59.747896,59.642953,59.613155,59.683468,59.706033,59.583035,59.538728,59.563995,59.564984,59.555380,59.606812,59.509828,59.340644,59.275307,59.358635,59.215272,59.343684,59.229673,59.170658,59.197536,59.421406,69.070563,69.183874,60.350272,68.978581,68.705501,59.158731,59.347322,59.373098,59.132850,59.309696,59.169781,59.144921,68.523905,68.038550,59.524302,0.990995,0.990464,0.991157,0.990415,0.991368,0.991713,0.991512,1.121742,1.115393,0.988388
2.961667,59.740287,59.723480,60.029117,60.183012,59.995522,59.952637,60.020281,60.041516,59.850649,59.882581,59.907302,59.922283,59.926712,60.046153,60.103466,60.008669,60.305974,60.217116,59.567409,59.618050,59.744986,59.507377,59.528139,60.045048,67.922627,67.277686,61.986864,67.694598,67.643774,59.438921,59.530455,59.572264,59.316315,59.451215,59.330369,59.172683,67.934231,67.404880,59.740469,0.990759,0.990212,0.990895,0.990094,0.991146,0.991356,0.991182,1.123142,1.115972,0.988230
2.971667,59.910380,59.994997,60.342350,60.350396,60.149583,60.107752,60.156705,60.171610,59.972648,60.057992,60.076254,60.097533,60.110733,60.248005,60.389692,60.362814,60.814271,60.647238,59.822672,59.803347,60.063603,59.766356,59.775682,60.359636,66.793362,65.832216,62.522348,66.508116,66.599179,59.669475,59.673326,59.718006,59.514839,59.580359,59.510454,59.293783,67.191839,66.690466,59.847608,0.990580,0.990050,0.990726,0.989958,0.991004,0.991076,0.990918,1.124039,1.116147,0.988301
2.981667,59.989200,60.141149,60.472560,60.375801,60.189810,60.154326,60.182264,60.190168,60.006721,60.126774,60.137635,60.160897,60.178950,60.311650,60.496535,60.520329,61.018860,60.820252,59.990735,59.919904,60.237893,59.944113,59.943921,60.490406,65.881372,64.825401,62.604610,65.589883,65.762958,59.834788,59.774921,59.813469,59.696054,59.688139,59.673135,59.453534,66.495859,66.075369,59.885150,0.990463,0.989969,0.990659,0.990016,0.990977,0.990925,0.990776,1.124316,1.115821,0.988605
2.991667,59.988971,60.178102,60.467987,60.301967,60.143163,60.115935,60.124986,60.126674,59.971063,60.108385,60.112413,60.135064,60.155181,60.272776,60.477623,60.538086,61.034151,60.823312,60.071950,59.968883,60.294782,60.036609,60.030373,60.492196,65.235764,64.154718,62.502657,64.957407,65.181494,59.922893,59.823362,59.851354,59.829840,59.758743,59.789801,59.602744,65.961636,65.641429,59.864819,0.990395,0.989942,0.990678,0.990222,0.991066,0.990914,0.990772,1.124018,1.115041,0.989092
3.001667,59.907713,60.105293,60.337253,60.129968,60.007779,59.989993,59.983098,59.979674,59.864116,59.999876,59.997801,60.017762,60.037628,60.132437,60.340824,60.428405,60.895230,60.679882,60.057488,59.940832,60.237924,60.035788,60.026574,60.374454,64.841602,63.704593,62.296864,64.550196,64.817999,59.921588,59.803629,59.820534,59.890755,59.776097,59.840121,59.707766,65.643781,65.398377,59.784352,0.990349,0.989931,0.990741,0.990497,0.991237,0.991011,0.990876,1.123313,1.113972,0.989670
3.011667,59.736992,59.910206,60.061819,59.840885,59.769445,59.762923,59.742759,59.735319,59.677149,59.788124,59.780495,59.795231,59.812179,59.873529,60.064718,60.171092,60.577309,60.365931,59.930362,59.820731,60.051500,59.926987,59.916852,60.115885,64.684053,63.365771,61.956405,64.289413,64.616121,59.818070,59.702761,59.710288,59.855737,59.725960,59.807633,59.745014,65.582803,65.340061,59.637011,0.990290,0.989893,0.990797,0.990751,0.991432,0.991154,0.991029,1.122463,1.112861,0.990224
3.021667,59.474960,59.582784,59.615137,59.418651,59.420766,59.428445,59.397533,59.387185,59.409125,59.466654,59.454023,59.459896,59.470201,59.480875,59.618080,59.730159,60.008366,59.826516,59.675799,59.598548,59.712683,59.696249,59.686055,59.682082,64.807209,63.022698,61.328574,64.119029,64.557388,59.607456,59.519215,59.519555,59.709950,59.601603,59.682551,59.700063,65.849929,65.507994,59.423215,0.990189,0.989792,0.990795,0.990912,0.991588,0.991280,0.991173,1.121794,1.111983,0.990659
3.031667,59.174447,59.188314,59.066232,58.929553,59.023419,59.047249,59.007599,58.995193,59.110153,59.096559,59.079406,59.073723,59.074523,59.020064,59.064339,59.166712,59.225687,59.116412,59.349484,59.323166,59.281892,59.397515,59.386753,59.133138,65.598332,62.864902,60.314495,64.439349,65.039787,59.342052,59.295987,59.294886,59.496232,59.438089,59.506554,59.603513,66.619738,66.165211,59.184179,0.990030,0.989614,0.990714,0.990958,0.991674,0.991359,0.991287,1.121573,1.111510,0.990932
3.041667,58.911391,58.848643,58.569857,58.470338,58.660094,58.700999,58.648243,58.632315,58.839651,58.767574,58.743870,58.727508,58.720282,58.598856,58.552269,58.654171,58.472567,58.449496,59.074819,59.088636,58.910894,59.156808,59.142298,58.627904,67.973305,65.436777,59.326844,67.196756,67.377615,59.118160,59.097961,59.107240,59.317432,59.303758,59.375870,59.540122,67.855149,67.484094,58.968381,0.989817,0.989364,0.990555,0.990891,0.991684,0.991388,0.991375,1.121862,1.111437,0.991040
3.051667,58.694080,58.542695,58.081097,58.091168,58.375119,58.431762,58.367836,58.348796,58.630443,58.510228,58.481758,58.453872,58.437135,58.243976,58.056422,58.109312,57.416766,57.645718,58.821191,58.880943,58.540916,58.934926,58.917550,58.118692,70.143480,74.855465,53.072703,70.219481,69.473924,58.923030,58.952488,58.972067,59.158719,59.189202,59.263862,59.490424,68.711012,68.322740,58.798617,0.989560,0.989055,0.990324,0.990707,0.991615,0.991352,0.991425,1.122562,1.111705,0.990979
3.061667,58.635033,58.389380,57.846925,58.075554,58.371010,58.424500,58.381770,58.369521,58.628035,58.475515,58.455900,58.421044,58.393758,58.175712,57.823736,57.744513,56.539908,57.091419,58.641703,58.768496,58.267857,58.751700,58.743065,57.819486,70.426420,74.877505,49.139232,70.869122,69.993153,58.796124,58.908613,58.928990,59.017709,59.111528,59.145407,59.400954,68.917704,68.558568,58.782833,0.989274,0.988705,0.990024,0.990393,0.991454,0.991208,0.991385,1.123554,1.112297,0.990751
3.071667,58.844332,58.580124,58.259295,58.623468,58.768426,58.787570,58.805059,58.811718,58.918222,58.770023,58.774232,58.748307,58.720516,58.594161,58.252545,58.067141,57.222824,57.666909,58.681123,58.864468,58.369341,58.707581,58.717250,58.167127,69.812880,71.718817,55.412070,70.297727,69.704998,58.819807,58.979195,58.994687,58.931688,59.103810,59.022535,59.214926,68.785990,68.525878,58.994260,0.988983,0.988359,0.989678,0.989980,0.991208,0.990928,0.991204,1.124726,1.113192,0.990422
