All calculations,Bus 01,Bus 02,Bus 03,Bus 04,Bus 05,Bus 06,Bus 07,Bus 08,Bus 09,Bus 10,Bus 11,Bus 12,Bus 13,Bus 14,Bus 15,Bus 16,Bus 17,Bus 18,Bus 19,Bus 20,Bus 21,Bus 22,Bus 23,Bus 24,Bus 25,Bus 26,Bus 27,Bus 28,Bus 29,Bus 30,Bus 31,Bus 32,Bus 33,Bus 34,Bus 35,Bus 36,Bus 37,Bus 38,Bus 39,G 01,G 02,G 03,G 04,G 05,G 06,G 07,G 08,G 09,G 10
2.821667,58.988905,58.981393,58.983243,58.988785,58.991931,58.992406,58.992545,58.992568,58.992955,58.990148,58.990874,58.990154,58.989395,58.987422,58.980743,58.977400,58.980314,58.981521,64.416104,64.415024,58.971179,58.964451,58.962984,58.975856,58.980201,58.986520,58.983604,58.996737,59.000402,58.979207,59.001857,58.990272,64.417281,64.413535,58.959842,58.947624,58.971334,59.009151,58.993267,0.983183,0.983767,0.983087,1.074221,1.073655,0.982235,0.981869,0.982259,0.983650,0.982635
2.831667,58.985232,58.976534,58.978848,58.985109,58.988587,58.989112,58.989266,58.989294,58.989844,58.986748,58.987507,58.986732,58.985915,58.983740,58.976609,58.973046,58.975801,58.977058,64.424172,64.423124,58.966760,58.959974,58.958424,58.971489,58.974982,58.981200,58.978674,58.990714,58.994096,58.973864,58.999267,58.987103,64.425318,64.421681,58.955443,58.942665,58.965382,59.002155,58.990265,0.983165,0.983763,0.983050,1.074350,1.073790,0.982177,0.981787,0.982145,0.983500,0.982525
2.841667,58.981551,58.971711,58.974469,58.981420,58.985217,58.985790,58.985958,58.985991,58.986700,58.983328,58.984117,58.983290,58.982419,58.980049,58.972491,58.968721,58.971312,58.972618,64.432219,64.431208,58.962389,58.955562,58.953938,58.967155,58.969811,58.975899,58.973765,58.984675,58.987762,58.968566,58.996615,58.983915,64.433330,64.429821,58.951116,58.937843,58.959541,58.995099,58.987230,0.983146,0.983756,0.983013,1.074477,1.073925,0.982121,0.981709,0.982037,0.983348,0.982418
2.851667,58.977865,58.966940,58.970121,58.977725,58.981825,58.982444,58.982625,58.982663,58.983526,58.979894,58.980710,58.979835,58.978913,58.976358,58.968401,58.964438,58.966862,58.968211,64.440216,64.439249,58.958078,58.951231,58.949542,58.962867,58.964710,58.970635,58.968894,58.978645,58.981426,58.963337,58.993904,58.980711,64.441282,64.437928,58.946875,58.933177,58.953836,58.988012,58.984160,0.983125,0.983746,0.982975,1.074603,1.074060,0.982066,0.981635,0.981933,0.983196,0.982312
2.861667,58.974180,58.962232,58.965811,58.974028,58.978415,58.979077,58.979269,58.979310,58.980321,58.976450,58.977289,58.976369,58.975399,58.972668,58.964342,58.960203,58.962458,58.963848,64.448151,64.447235,58.953834,58.946988,58.945243,58.958631,58.959690,58.965421,58.964071,58.972637,58.975101,58.958192,58.991132,58.977493,64.449167,64.445989,58.942725,58.928677,58.948284,58.980913,58.981054,0.983103,0.983733,0.982937,1.074726,1.074194,0.982013,0.981566,0.981835,0.983042,0.982210
2.871667,58.970495,58.957593,58.961544,58.970332,58.974986,58.975689,58.975890,58.975934,58.977084,58.972995,58.973854,58.972892,58.971879,58.968984,58.960320,58.956020,58.958104,58.959531,64.456023,64.455163,58.949660,58.942835,58.941044,58.954453,58.954758,58.960264,58.959302,58.966660,58.968799,58.953139,58.988297,58.974262,64.456981,64.453999,58.938670,58.924347,58.942894,58.973813,58.977911,0.983079,0.983716,0.982898,1.074849,1.074329,0.981961,0.981501,0.981742,0.982888,0.982110
2.881667,58.966812,58.953026,58.957323,58.966636,58.971539,58.972281,58.972488,58.972535,58.973815,58.969529,58.970406,58.969406,58.968353,58.965305,58.956335,58.951892,58.953804,58.955264,64.463829,64.463031,58.945559,58.938772,58.936947,58.950333,58.949920,58.955167,58.954590,58.960723,58.962528,58.948186,58.985397,58.971014,64.464726,64.461955,58.934708,58.920186,58.937672,58.966724,58.974730,0.983053,0.983696,0.982859,1.074969,1.074463,0.981910,0.981441,0.981655,0.982733,0.982013
2.891667,58.963130,58.948536,58.953148,58.962943,58.968073,58.968851,58.969063,58.969112,58.970512,58.966053,58.966943,58.965909,58.964821,58.961631,58.952389,58.947818,58.949558,58.951048,64.471571,64.470840,58.941530,58.934801,58.932952,58.946272,58.945178,58.950136,58.949939,58.954829,58.956294,58.943336,58.982431,58.967750,64.472403,64.469857,58.930839,58.916192,58.932622,58.959653,58.971508,0.983024,0.983672,0.982818,1.075089,1.074596,0.981861,0.981385,0.981573,0.982578,0.981920
2.901667,58.959450,58.944124,58.949022,58.959250,58.964588,58.965398,58.965614,58.965664,58.967175,58.962564,58.963465,58.962400,58.961281,58.957962,58.948481,58.943800,58.945368,58.946885,64.479250,64.478588,58.937574,58.930919,58.929056,58.942271,58.940534,58.945173,58.945349,58.948985,58.950102,58.938592,58.979395,58.964465,64.480012,64.477703,58.927061,58.912363,58.927746,58.952608,58.968246,0.982994,0.983643,0.982776,1.075207,1.074729,0.981813,0.981332,0.981496,0.982422,0.981829
2.911667,58.955772,58.939790,58.944943,58.955559,58.961082,58.961923,58.962140,58.962191,58.963802,58.959062,58.959970,58.958879,58.957732,58.954297,58.944611,58.939837,58.941233,58.942773,64.486867,64.486276,58.933689,58.927126,58.925259,58.938329,58.935989,58.940279,58.940823,58.943194,58.943957,58.933959,58.976289,58.961158,64.487556,64.485493,58.923371,58.908695,58.923044,58.945596,58.964940,0.982961,0.983611,0.982734,1.075323,1.074862,0.981767,0.981284,0.981425,0.982267,0.981743
2.921667,58.952094,58.935536,58.940915,58.951870,58.957557,58.958424,58.958641,58.958692,58.960394,58.955546,58.956459,58.955345,58.954176,58.950638,58.940781,58.935931,58.937155,58.938716,64.494420,64.493905,58.929875,58.923419,58.921560,58.934448,58.931546,58.935457,58.936361,58.937460,58.937866,58.929438,58.973110,58.957828,64.495034,64.493226,58.919768,58.905185,58.918516,58.938624,58.961592,0.982925,0.983575,0.982690,1.075438,1.074994,0.981721,0.981240,0.981359,0.982112,0.981660
2.931667,58.948417,58.931362,58.936935,58.948182,58.954010,58.954900,58.955116,58.955166,58.956948,58.952015,58.952929,58.951797,58.950609,58.946982,58.936988,58.932078,58.933133,58.934710,64.501912,64.501473,58.926129,58.919796,58.917954,58.930624,58.927202,58.930706,58.931963,58.931786,58.931830,58.925030,58.969855,58.954471,64.502449,64.500902,58.916249,58.901829,58.914161,58.931700,58.958200,0.982888,0.983535,0.982645,1.075552,1.075125,0.981676,0.981200,0.981298,0.981957,0.981581
2.941667,58.944740,58.927268,58.933004,58.944494,58.950440,58.951351,58.951564,58.951614,58.953464,58.948468,58.949380,58.948234,58.947031,58.943329,58.933231,58.928279,58.929166,58.930757,64.509343,64.508982,58.922452,58.916255,58.914440,58.926858,58.922959,58.926029,58.927629,58.926176,58.925855,58.920735,58.966525,58.951086,64.509802,64.508519,58.912810,58.898621,58.909976,58.924829,58.954762,0.982847,0.983491,0.982599,1.075665,1.075256,0.981632,0.981164,0.981242,0.981804,0.981505
2.951667,58.941062,58.923251,58.929120,58.940806,58.946848,58.947775,58.947984,58.948032,58.949942,58.944903,58.945811,58.944654,58.943441,58.939677,58.929510,58.924531,58.925253,58.926855,64.516713,64.516431,58.918839,58.912793,58.911015,58.923148,58.918814,58.921424,58.923359,58.920631,58.919943,58.916555,58.963117,58.947671,64.517092,64.516076,58.909450,58.895556,58.905958,58.918018,58.951279,0.982804,0.983443,0.982551,1.075777,1.075386,0.981589,0.981131,0.981191,0.981650,0.981434
2.961667,58.937383,58.919313,58.925282,58.937117,58.943231,58.944172,58.944376,58.944423,58.946380,58.941320,58.942220,58.941057,58.939838,58.936026,58.925824,58.920835,58.921393,58.923003,64.524022,64.523819,58.915290,58.909407,58.907675,58.919492,58.914765,58.916892,58.919152,58.915153,58.914099,58.912488,58.959630,58.944225,64.524322,64.523574,58.906164,58.892628,58.902103,58.911273,58.947749,0.982758,0.983390,0.982502,1.075887,1.075515,0.981547,0.981101,0.981145,0.981499,0.981366
2.971667,58.933701,58.915450,58.921490,58.933426,58.939590,58.940541,58.940739,58.940784,58.942779,58.937717,58.938608,58.937442,58.936221,58.932375,58.922170,58.917187,58.917584,58.919200,64.531272,64.531148,58.911802,58.906095,58.904417,58.915888,58.910811,58.912433,58.915007,58.909746,58.908325,58.908533,58.956062,58.940745,64.531491,64.531012,58.902951,58.889831,58.898406,58.904601,58.944172,0.982710,0.983333,0.982451,1.075997,1.075643,0.981505,0.981075,0.981104,0.981348,0.981302
2.981667,58.930017,58.911660,58.917741,58.929733,58.935924,58.936881,58.937072,58.937115,58.939137,58.934094,58.934972,58.933808,58.932588,58.928723,58.918548,58.913586,58.913825,58.915443,64.538462,64.538417,58.908372,58.902853,58.901238,58.912335,58.906949,58.908044,58.910923,58.904410,58.902624,58.904688,58.952415,58.937230,64.538602,64.538388,58.899807,58.887158,58.894860,58.898006,58.940548,0.982659,0.983272,0.982399,1.076106,1.075770,0.981464,0.981051,0.981066,0.981199,0.981243
2.991667,58.926327,58.907941,58.914033,58.926036,58.932232,58.933192,58.933376,58.933416,58.935455,58.930449,58.931312,58.930153,58.928940,58.925068,58.914955,58.910029,58.910113,58.911732,64.545593,64.545626,58.904997,58.899677,58.898133,58.908829,58.903175,58.903725,58.906897,58.899147,58.896999,58.900950,58.948686,58.933680,64.545655,64.545703,58.896728,58.884602,58.891459,58.891496,58.936877,0.982605,0.983206,0.982346,1.076214,1.075896,0.981424,0.981031,0.981033,0.981052,0.981187
3.001667,58.922633,58.904290,58.910365,58.922335,58.928512,58.929472,58.929648,58.929686,58.931732,58.926781,58.927628,58.926477,58.925274,58.921410,58.911390,58.906515,58.906446,58.908063,64.552666,64.552775,58.901675,58.896564,58.895098,58.905369,58.899487,58.899474,58.902928,58.893958,58.891452,58.897318,58.944875,58.930091,64.552650,64.552955,58.893711,58.882156,58.888196,58.885075,58.933158,0.982548,0.983137,0.982291,1.076321,1.076021,0.981385,0.981012,0.981004,0.980907,0.981135
3.011667,58.918931,58.900704,58.906734,58.918628,58.924765,58.925721,58.925888,58.925924,58.927967,58.923089,58.923917,58.922779,58.921589,58.917746,58.907850,58.903040,58.902822,58.904434,64.559680,64.559865,58.898402,58.893510,58.892128,58.901951,58.895878,58.895289,58.899014,58.888844,58.885986,58.893785,58.940983,58.926464,64.559589,64.560145,58.890753,58.879813,58.885063,58.878749,58.929391,0.982489,0.983063,0.982234,1.076427,1.076145,0.981345,0.980997,0.980978,0.980764,0.981086
3.021667,58.915222,58.897178,58.903137,58.914913,58.920990,58.921938,58.922097,58.922130,58.924161,58.919373,58.920178,58.919057,58.917885,58.914075,58.904332,58.899601,58.899238,58.900842,64.566638,64.566895,58.895175,58.890511,58.889219,58.898572,58.892346,58.891169,58.895152,58.883806,58.880602,58.890350,58.937009,58.922798,64.566473,64.567272,58.887850,58.877564,58.882051,58.872523,58.925576,0.982426,0.982986,0.982176,1.076533,1.076268,0.981307,0.980983,0.980955,0.980623,0.981042
3.031667,58.911502,58.893708,58.899571,58.911190,58.917185,58.918122,58.918272,58.918302,58.920314,58.915630,58.916412,58.915311,58.914160,58.910397,58.900834,58.896196,58.895691,58.897285,64.573538,64.573865,58.891989,58.887562,58.886365,58.895229,58.888885,58.887110,58.891338,58.878845,58.875303,58.887006,58.932954,58.919091,64.573303,64.574335,58.884999,58.875401,58.879151,58.866403,58.921714,0.982362,0.982904,0.982116,1.076638,1.076390,0.981269,0.980971,0.980935,0.980486,0.981001
3.041667,58.907772,58.890291,58.896033,58.907456,58.913349,58.914273,58.914414,58.914441,58.916424,58.911861,58.912617,58.911539,58.910412,58.906708,58.897354,58.892820,58.892177,58.893759,64.580382,64.580776,58.888842,58.884660,58.883563,58.891919,58.885489,58.883110,58.887572,58.873960,58.870089,58.883748,58.928818,58.915343,64.580079,64.581333,58.882195,58.873316,58.876354,58.860393,58.917804,0.982294,0.982819,0.982054,1.076743,1.076510,0.981231,0.980961,0.980918,0.980351,0.980963
3.051667,58.904030,58.886921,58.892519,58.903711,58.909483,58.910389,58.910521,58.910546,58.912492,58.908064,58.908792,58.907740,58.906641,58.903008,58.893888,58.889472,58.888694,58.890261,64.587169,64.587628,58.885729,58.881800,58.880807,58.888637,58.882154,58.879167,58.883848,58.869153,58.864964,58.880571,58.924602,58.911553,64.586802,64.588268,58.879435,58.871301,58.873650,58.854498,58.913846,0.982224,0.982730,0.981991,1.076847,1.076630,0.981193,0.980953,0.980903,0.980219,0.980928
3.061667,58.900273,58.883593,58.889027,58.899952,58.905585,58.906471,58.906594,58.906616,58.908517,58.904237,58.904936,58.903914,58.902846,58.899295,58.890434,58.886147,58.885238,58.886788,64.593902,64.594421,58.882646,58.878977,58.878091,58.885381,58.878874,58.875277,58.880165,58.864424,58.859927,58.877468,58.920307,58.907720,64.593473,64.595138,58.876714,58.869347,58.871028,58.848723,58.909840,0.982153,0.982639,0.981928,1.076950,1.076748,0.981156,0.980945,0.980888,0.980090,0.980895
3.071667,58.896717,58.879996,58.885290,58.896024,58.901564,58.902426,58.902583,58.902624,58.904801,58.900223,58.900913,58.899908,58.898858,58.895376,58.886689,58.882483,58.881492,58.883044,64.597206,64.597850,58.879129,58.875614,58.874803,58.881763,58.875274,58.871201,58.876247,58.859706,58.854974,58.873960,58.915843,58.903619,64.596649,64.598679,58.873393,58.866540,58.867844,58.843205,58.906311,0.982078,0.982542,0.981861,1.077055,1.076865,0.981119,0.980939,0.980877,0.979964,0.980867
3.081667,58.890913,58.876117,58.881198,58.891484,58.896776,58.897642,58.897641,58.897607,58.898652,58.895694,58.896300,58.895351,58.894363,58.890976,58.882733,58.878762,58.877582,58.879055,64.606604,64.607029,58.875842,58.872796,58.872128,58.878146,58.871622,58.866908,58.872127,58.854603,58.849596,58.870729,58.910996,58.899343,64.606278,64.607738,58.870833,58.865113,58.865303,58.837181,58.899391,0.982002,0.982442,0.981793,1.077158,1.076981,0.981082,0.980933,0.980867,0.979843,0.980841
3.091667,58.886813,58.872792,58.877643,58.887526,58.892598,58.893435,58.893408,58.893363,58.894219,58.891632,58.892191,58.891289,58.890348,58.887084,58.879220,58.875434,58.874115,58.875550,64.613586,64.614190,58.872818,58.870094,58.869542,58.874903,58.868408,58.863075,58.868465,58.849990,58.844709,58.867745,58.906252,58.895284,64.613072,64.615089,58.868281,58.863394,58.862910,58.831645,58.894831,0.981923,0.982338,0.981723,1.077262,1.077096,0.981046,0.980927,0.980857,0.979726,0.980817
3.101667,58.882817,58.869536,58.874152,58.883636,58.888490,58.889297,58.889251,58.889198,58.889898,58.887620,58.888139,58.887280,58.886385,58.883248,58.875755,58.872148,58.870704,58.872104,64.620522,64.621164,58.869817,58.867397,58.866963,58.871698,58.865256,58.859329,58.864875,58.845514,58.839977,58.864844,58.901589,58.891230,64.619971,64.622101,58.865710,58.861678,58.860532,58.826313,58.890403,0.981843,0.982232,0.981652,1.077365,1.077209,0.981009,0.980922,0.980848,0.979613,0.980795
3.111667,58.878881,58.866303,58.870675,58.879742,58.884368,58.885142,58.885084,58.885028,58.885623,58.883587,58.884067,58.883253,58.882404,58.879402,58.872289,58.868866,58.867304,58.868671,64.627075,64.627793,58.866813,58.864687,58.864367,58.868494,58.862128,58.855629,58.861314,58.841133,58.835361,58.861970,58.896850,58.887133,64.626445,64.628805,58.863126,58.859911,58.858156,58.821146,58.886056,0.981761,0.982122,0.981580,1.077467,1.077321,0.980973,0.980916,0.980839,0.979504,0.980775
3.121667,58.874959,58.863090,58.867205,58.875839,58.880230,58.880968,58.880901,58.880842,58.881348,58.879534,58.879976,58.879207,58.878406,58.875546,58.868823,58.865587,58.863915,58.865248,64.633566,64.634329,58.863811,58.861978,58.861771,58.865294,58.859023,58.851972,58.857781,58.836842,58.830855,58.859130,58.892064,58.883000,64.632890,64.635381,58.860544,58.858140,58.855790,58.816139,58.881719,0.981677,0.982010,0.981506,1.077570,1.077431,0.980937,0.980910,0.980829,0.979400,0.980756
3.131667,58.871033,58.859887,58.863736,58.871919,58.876065,58.876765,58.876691,58.876631,58.877056,58.875453,58.875856,58.875134,58.874382,58.871671,58.865351,58.862308,58.860532,58.861827,64.639958,64.640764,58.860809,58.859271,58.859173,58.862092,58.855932,58.848353,58.854269,58.832637,58.826454,58.856316,58.887219,58.878828,64.639238,64.641853,58.857968,58.856358,58.853426,58.811289,58.877371,0.981591,0.981895,0.981430,1.077672,1.077540,0.980901,0.980903,0.980819,0.979301,0.980739
3.141667,58.867092,58.856688,58.860262,58.867977,58.871869,58.872529,58.872450,58.872388,58.872737,58.871343,58.871706,58.871033,58.870331,58.867774,58.861868,58.859024,58.857149,58.858405,64.646301,64.647139,58.857804,58.856561,58.856570,58.858885,58.852848,58.844766,58.850773,58.828514,58.822157,58.853521,58.882317,58.874616,64.645550,64.648251,58.855395,58.854564,58.851058,58.806594,58.872998,0.981505,0.981778,0.981354,1.077774,1.077647,0.980865,0.980895,0.980807,0.979208,0.980722
3.151667,58.863133,58.853487,58.856780,58.864011,58.867641,58.868261,58.868176,58.868114,58.868387,58.867200,58.867524,58.866900,58.866251,58.863853,58.858372,58.855731,58.853763,58.854978,64.652592,64.653454,58.854792,58.853846,58.853959,58.855670,58.849767,58.841210,58.847291,58.824473,58.817963,58.850737,58.877359,58.870365,64.651814,64.654584,58.852824,58.852750,58.848677,58.802056,58.868596,0.981417,0.981659,0.981276,1.077875,1.077753,0.980829,0.980886,0.980794,0.979119,0.980706
3.161667,58.859154,58.850279,58.853285,58.860019,58.863382,58.863959,58.863869,58.863807,58.864008,58.863027,58.863309,58.862737,58.862141,58.859907,58.854860,58.852428,58.850371,58.851542,64.658836,64.659717,58.851770,58.851122,58.851334,58.852443,58.846683,58.837680,58.843820,58.820514,58.813873,58.847958,58.872348,58.866076,64.658040,64.660855,58.850252,58.850911,58.846275,58.797678,58.864165,0.981328,0.981538,0.981197,1.077977,1.077857,0.980793,0.980876,0.980779,0.979035,0.980690
3.171667,58.855152,58.847060,58.849775,58.856002,58.859091,58.859624,58.859531,58.859468,58.859598,58.858822,58.859063,58.858543,58.858001,58.855935,58.851331,58.849112,58.846972,58.848096,64.665033,64.665926,58.848735,58.848386,58.848691,58.849202,58.843591,58.834176,58.840357,58.816636,58.809887,58.845174,58.867287,58.861750,64.664224,64.667065,58.847674,58.849039,58.843843,58.793460,58.859706,0.981238,0.981415,0.981117,1.078078,1.077959,0.980757,0.980864,0.980763,0.978957,0.980674
3.181667,58.851128,58.843825,58.846247,58.851958,58.854769,58.855258,58.855161,58.855099,58.855161,58.854586,58.854787,58.854319,58.853832,58.851937,58.847782,58.845779,58.843562,58.844636,64.671183,64.672083,58.845684,58.845633,58.846027,58.845943,58.840485,58.830696,58.836901,58.812841,58.806006,58.842381,58.862180,58.857389,64.670367,64.673215,58.845087,58.847126,58.841372,58.789405,58.855221,0.981146,0.981291,0.981036,1.078179,1.078060,0.980720,0.980850,0.980744,0.978884,0.980658
3.191667,58.847082,58.840571,58.842701,58.847889,58.850418,58.850862,58.850761,58.850700,58.850697,58.850321,58.850480,58.850066,58.849634,58.847913,58.844213,58.842428,58.840139,58.841161,64.677285,64.678186,58.842614,58.842859,58.843336,58.842665,58.837363,58.827237,58.833451,58.809128,58.802232,58.839571,58.857032,58.852994,64.676467,64.679305,58.842487,58.845166,58.838855,58.785515,58.850711,0.981055,0.981165,0.980954,1.078279,1.078160,0.980684,0.980834,0.980723,0.978817,0.980641
3.201667,58.843013,58.837294,58.839133,58.843794,58.846039,58.846437,58.846334,58.846273,58.846209,58.846028,58.846146,58.845786,58.845410,58.843863,58.840623,58.839058,58.836703,58.837670,64.683338,64.684237,58.839522,58.840062,58.840616,58.839366,58.834219,58.823799,58.830004,58.805499,58.798565,58.836738,58.851847,58.848567,64.682524,64.685336,58.839871,58.843151,58.836286,58.781790,58.846180,0.980962,0.981039,0.980872,1.078380,1.078258,0.980647,0.980816,0.980699,0.978756,0.980623
3.211667,58.838923,58.833992,58.835542,58.839674,58.841633,58.841986,58.841881,58.841821,58.841699,58.841709,58.841785,58.841479,58.841159,58.839789,58.837009,58.835666,58.833251,58.834160,64.689344,64.690235,58.836406,58.837238,58.837862,58.836043,58.831051,58.820382,58.826559,58.801953,58.795007,58.833876,58.846629,58.844111,64.688538,64.691307,58.837235,58.841077,58.833657,58.778233,58.841629,0.980869,0.980912,0.980788,1.078480,1.078355,0.980610,0.980796,0.980672,0.978700,0.980604
3.221667,58.834812,58.830662,58.831928,58.835530,58.837204,58.837511,58.837404,58.837346,58.837170,58.837365,58.837399,58.837147,58.836884,58.835690,58.833373,58.832251,58.829782,58.830631,64.695301,64.696179,58.833264,58.834384,58.835070,58.832695,58.827856,58.816983,58.823117,58.798492,58.791557,58.830980,58.841385,58.839628,64.694507,64.697218,58.834576,58.838936,58.830964,58.774844,58.837061,0.980775,0.980784,0.980704,1.078580,1.078450,0.980572,0.980773,0.980642,0.978651,0.980583
3.231667,58.830680,58.827301,58.828289,58.831363,58.832753,58.833013,58.832905,58.832849,58.832623,58.832998,58.832991,58.832793,58.832586,58.831569,58.829712,58.828813,58.826296,58.827081,64.701209,64.702070,58.830093,58.831497,58.832239,58.829321,58.824630,58.813602,58.819675,58.795116,58.788216,58.828045,58.836120,58.835120,64.700432,64.703069,58.831890,58.836723,58.828200,58.771623,58.832478,0.980681,0.980656,0.980619,1.078679,1.078543,0.980534,0.980747,0.980608,0.978606,0.980561
3.241667,58.826528,58.823907,58.824625,58.827174,58.828282,58.828496,58.828388,58.828333,58.828061,58.828610,58.828562,58.828418,58.828266,58.827426,58.826028,58.825349,58.822792,58.823511,64.707068,64.707908,58.826892,58.828575,58.829365,58.825920,58.821371,58.810239,58.816234,58.791824,58.784985,58.825066,58.830837,58.830591,64.706313,64.708862,58.829174,58.834433,58.825361,58.768570,58.827883,0.980587,0.980528,0.980534,1.078779,1.078636,0.980496,0.980718,0.980572,0.978568,0.980536
3.251667,58.822357,58.820478,58.820934,58.822965,58.823794,58.823962,58.823853,58.823800,58.823487,58.824203,58.824115,58.824024,58.823928,58.823262,58.822319,58.821860,58.819268,58.819918,64.712879,64.713694,58.823660,58.825614,58.826444,58.822490,58.818078,58.806893,58.812793,58.788618,58.781863,58.822038,58.825544,58.826042,64.712149,64.714597,58.826425,58.832061,58.822444,58.765684,58.823279,0.980492,0.980400,0.980448,1.078878,1.078726,0.980456,0.980687,0.980532,0.978535,0.980510
3.261667,58.818168,58.817013,58.817217,58.818737,58.819290,58.819414,58.819305,58.819254,58.818902,58.819779,58.819652,58.819613,58.819572,58.819078,58.818587,58.818345,58.815726,58.816304,64.718640,64.719426,58.820394,58.822613,58.823475,58.819031,58.814748,58.803564,58.809351,58.785496,58.778850,58.818959,58.820245,58.821477,64.717939,64.720273,58.823639,58.829603,58.819446,58.762963,58.818667,0.980398,0.980272,0.980362,1.078976,1.078816,0.980417,0.980652,0.980488,0.978508,0.980480
3.271667,58.813962,58.813512,58.813475,58.814491,58.814775,58.814854,58.814745,58.814697,58.814311,58.815342,58.815176,58.815189,58.815201,58.814878,58.814830,58.814803,58.812163,58.812668,64.724353,64.725106,58.817094,58.819569,58.820456,58.815543,58.811380,58.800251,58.805909,58.782458,58.775946,58.815824,58.814945,58.816898,64.723685,64.725892,58.820815,58.827055,58.816363,58.760407,58.814050,0.980304,0.980145,0.980276,1.079074,1.078904,0.980376,0.980615,0.980441,0.978487,0.980448
3.281667,58.809741,58.809972,58.809706,58.810231,58.810250,58.810285,58.810177,58.810131,58.809715,58.810893,58.810689,58.810752,58.810817,58.810661,58.811051,58.811234,58.808581,58.809010,64.730016,64.730734,58.813759,58.816481,58.817384,58.812024,58.807973,58.796954,58.802466,58.779505,58.773148,58.812630,58.809651,58.812308,64.729384,64.731455,58.817948,58.824414,58.813194,58.758012,58.809431,0.980209,0.980020,0.980190,1.079172,1.078990,0.980334,0.980573,0.980388,0.978473,0.980412
3.291667,58.806352,58.807398,58.806870,58.806800,58.806496,58.806477,58.806372,58.806329,58.805876,58.807229,58.806980,58.807105,58.807234,58.807284,58.808208,58.808648,58.805993,58.806321,64.738914,64.739582,58.811445,58.814454,58.815365,58.809495,58.805564,58.794785,58.800088,58.777879,58.771752,58.810446,58.804956,58.808465,64.738332,64.740215,58.816197,58.822856,58.810998,58.757192,58.805566,0.980115,0.979895,0.980104,1.079268,1.079075,0.980293,0.980530,0.980336,0.978460,0.980375
3.301667,58.803313,58.803221,58.802546,58.802297,58.801921,58.801845,58.801905,58.801945,58.802696,58.802490,58.802278,58.802409,58.802542,58.802704,58.803747,58.804229,58.801622,58.801970,64.738340,64.739220,58.806998,58.809972,58.810878,58.805077,58.801297,58.790524,58.795774,58.773741,58.767670,58.806104,58.799463,58.803306,64.737535,64.739971,58.811686,58.818265,58.806499,58.753262,58.803202,0.980021,0.979771,0.980018,1.079365,1.079159,0.980249,0.980482,0.980277,0.978457,0.980333
3.311667,58.797840,58.799982,58.799077,58.798141,58.797377,58.797280,58.797186,58.797153,58.796722,58.798228,58.797918,58.798130,58.798350,58.798697,58.800390,58.801202,58.798568,58.798747,64.749355,64.749853,58.804382,58.807798,58.808698,58.802121,58.798381,58.788085,58.793025,58.772173,58.766461,58.803584,58.794468,58.799184,64.748950,64.750262,58.809962,58.816780,58.803991,58.752939,58.796423,0.979927,0.979649,0.979932,1.079460,1.079242,0.980206,0.980433,0.980217,0.978455,0.980290
3.321667,58.794729,58.795844,58.794800,58.793672,58.792830,58.792678,58.792736,58.792778,58.793463,58.793536,58.793257,58.793477,58.793704,58.794163,58.795989,58.796853,58.794272,58.794459,64.749199,64.749911,58.800016,58.803408,58.804295,58.797773,58.794172,58.783964,58.788820,58.768284,58.762667,58.799287,58.789034,58.794103,64.748568,64.750444,58.805568,58.812267,58.799531,58.749388,58.793920,0.979833,0.979529,0.979846,1.079556,1.079323,0.980161,0.980379,0.980151,0.978461,0.980241
3.331667,58.789203,58.792484,58.791252,58.789477,58.788263,58.788093,58.787997,58.787966,58.787471,58.789247,58.788871,58.789170,58.789481,58.790115,58.792568,58.793750,58.791160,58.791171,64.760082,64.760454,58.797296,58.801099,58.801958,58.794733,58.791138,58.781559,58.786063,58.766930,58.761731,58.796559,58.784060,58.789962,64.759807,64.760681,58.803709,58.810491,58.796791,58.749472,58.787125,0.979740,0.979410,0.979761,1.079650,1.079404,0.980115,0.980324,0.980085,0.978468,0.980192
3.341667,58.786080,58.788355,58.787000,58.785045,58.783759,58.783536,58.783586,58.783629,58.784212,58.784603,58.784258,58.784564,58.784881,58.785621,58.788201,58.789432,58.786903,58.786917,64.760004,64.760594,58.792953,58.796726,58.797563,58.790412,58.786943,58.777527,58.781924,58.763216,58.758141,58.792248,58.778709,58.784944,64.759496,64.760952,58.799336,58.805950,58.792303,58.746189,58.784598,0.979648,0.979294,0.979675,1.079744,1.079483,0.980067,0.980263,0.980013,0.978482,0.980136
3.351667,58.780524,58.784849,58.783356,58.780808,58.779178,58.778940,58.778839,58.778810,58.778241,58.780285,58.779849,58.780229,58.780625,58.781526,58.784694,58.786221,58.783704,58.783538,64.770676,64.770937,58.790086,58.794226,58.795016,58.787254,58.783761,58.775113,58.779124,58.762008,58.757400,58.789277,58.773783,58.780775,64.770512,64.770994,58.797272,58.803826,58.789292,58.746579,58.777842,0.979555,0.979179,0.979591,1.079836,1.079561,0.980019,0.980202,0.979940,0.978498,0.980079
